82,26-1-2022,400,434,3248,3,33
83,17-1-2014,114,428,3661,2,24
84,14-1-2018,137,294,4910,4,50
85,20-1-2013,280,310,1224,3,88
86,16-1-2011,436,104,2028,1,29
87,7-1-2013,243,102,3950,3,37
88,21-1-2011,129,258,2911,3,65
89,6-1-2021,436,444,4621,4,65
90,25-1-2012,44,419,1650,2,85
91,20-1-2016,191,304,4742,1,48
92,11-1-2015,121,130,2361,3,99
93,27-1-2015,243,204,1075,4,48
94,22-1-2019,40,17,2334,1,96
95,29-1-2015,351,250,1112,2,77
96,11-1-2018,487,40,3834,2,18
97,7-1-2015,373,215,2904,4,43
98,22-1-2011,128,216,1899,4,21
99,22-1-2014,356,120,1892,4,2
100,15-1-2013,61,255,4073,2,91
101,9-1-2021,34,2,3760,1,73
102,28-1-2022,244,177,2512,1,14
103,7-1-2012,96,358,2642,4,31
104,6-1-2014,224,257,3642,2,28
105,25-1-2014,221,275,1433,2,53
106,27-1-2012,162,470,1021,2,47
107,7-1-2022,7,137,1590,3,9
108,4-1-2020,6,24,1845,3,58
109,20-1-2020,143,160,1639,1,61
110,29-1-2015,292,311,1223,3,53
111,11-1-2014,216,420,1593,1,42
112,31-1-2010,301,11,4589,3,71
113,15-1-2011,12,41,1148,1,89
114,2-1-2022,328,488,2731,4,12
115,28-1-2012,460,160,4232,1,57
116,12-1-2018,366,155,3385,2,5
117,8-1-2018,100,99,3403,2,63
118,22-1-2020,491,286,2653,2,71
119,8-1-2013,303,88,3723,2,7
120,18-1-2012,182,197,1037,1,40
121,2-1-2018,202,500,1507,2,26
122,11-1-2022,119,102,3458,1,79
123,22-1-2022,118,381,1191,4,72
124,26-1-2011,3,62,2036,3,70
125,31-1-2020,265,114,4435,4,37
126,12-1-2017,216,106,4185,2,15
127,31-1-2019,92,65,4127,1,95
128,30-1-2010,478,497,4943,1,41
129,14-1-2010,348,90,1682,2,30
130,28-1-2011,86,262,2442,4,46
131,31-1-2022,261,438,1516,2,38
132,19-1-2021,389,32,2947,4,80
133,24-1-2019,315,252,2633,4,9
134,14-1-2011,202,393,4568,2,21
135,22-1-2019,387,126,3416,4,82
136,18-1-2019,59,185,3978,1,93
137,12-1-2020,342,48,2609,3,87
138,31-1-2018,327,254,3954,2,6
139,25-1-2019,102,448,4823,4,27
140,7-1-2021,187,407,4580,2,82
141,26-1-2018,229,78,1178,3,52
142,8-1-2011,193,312,2262,3,13
143,31-1-2022,151,8,3017,2,28
144,18-1-2019,129,193,2044,3,63
145,21-1-2019,244,451,1897,1,71
146,2-1-2012,154,477,3777,3,34
147,11-1-2022,384,22,2452,4,1
148,28-1-2017,455,97,4152,3,19
149,16-1-2019,41,472,4338,3,28
150,3-1-2020,8,314,2826,4,90
151,18-1-2014,159,484,3264,3,97
152,5-1-2018,223,457,1229,3,82
153,5-1-2014,52,260,3309,4,70
154,1-1-2015,123,399,3220,1,66
155,17-1-2010,48,71,3119,1,13
156,23-1-2010,496,118,1221,3,82
157,25-1-2018,210,425,1378,2,3
158,3-1-2015,309,142,1662,4,85
159,21-1-2020,371,476,3650,2,62
160,16-1-2022,470,486,4025,3,100
161,31-1-2011,112,5,3097,2,41
162,25-1-2015,47,484,4191,1,9
163,17-1-2015,182,131,1138,4,58
164,4-1-2011,325,59,1789,1,17
165,6-1-2011,261,462,2573,1,46
166,22-1-2013,85,39,1111,4,78
167,30-1-2014,383,159,2618,4,88
168,6-1-2013,255,431,4033,1,41
169,1-1-2019,354,300,1954,4,31
170,10-1-2015,216,70,4912,3,18
171,19-1-2021,33,127,1107,3,2
172,10-1-2014,102,46,3239,4,100
173,21-1-2017,226,126,1575,4,64
174,20-1-2011,458,54,2905,4,11
175,8-1-2021,488,396,2977,4,94
176,6-1-2020,43,206,1339,2,39
177,15-1-2019,162,482,2022,3,18
178,24-1-2018,447,29,1472,1,57
179,5-1-2020,337,235,4796,3,62
180,30-1-2021,56,407,2229,1,65
181,24-1-2011,330,57,2096,1,61
182,19-1-2016,19,256,4133,4,98
183,15-1-2010,220,101,2917,2,57
184,19-1-2011,359,463,2365,2,54
185,10-1-2018,29,54,1509,3,32
186,26-1-2018,120,337,1451,1,8
187,19-1-2021,489,193,1739,4,85
188,6-1-2014,348,319,4783,2,11
189,24-1-2014,197,279,2951,4,3
190,21-1-2011,321,115,3963,1,26
191,30-1-2013,13,102,4087,3,62
192,7-1-2022,268,186,1713,1,99
193,8-1-2017,158,478,1411,1,48
194,30-1-2017,450,349,3935,1,23
195,23-1-2015,297,230,2604,2,30
196,1-1-2015,218,400,4089,3,50
197,1-1-2011,496,128,4926,2,30
198,2-1-2015,481,136,4762,3,19
199,15-1-2019,58,122,3014,2,10
200,4-1-2017,457,435,4486,2,51
201,15-1-2019,6,306,3562,2,65
202,31-1-2022,258,135,4014,1,81
203,23-1-2015,415,494,3690,3,64
204,30-1-2018,80,358,1061,3,75
205,10-1-2022,498,427,2291,1,41
206,27-1-2015,227,55,3965,3,45
207,20-1-2016,395,207,2203,2,18
208,16-1-2021,2,203,1285,4,99
209,22-1-2016,42,478,4014,3,65
210,17-1-2014,359,185,1552,1,46
211,27-1-2013,487,142,3718,2,67
212,19-1-2015,482,159,3855,2,98
213,21-1-2010,452,218,3584,4,14
214,5-1-2020,328,317,3945,1,95
215,15-1-2018,28,28,3665,1,89
216,30-1-2011,438,242,1200,3,16
217,8-1-2017,318,103,2327,1,73
218,3-1-2013,365,319,1873,2,43
219,25-1-2010,201,32,1088,4,67
220,11-1-2016,429,208,3288,2,74
221,24-1-2020,407,50,3310,2,69
222,25-1-2018,29,415,3309,2,46
223,29-1-2018,404,304,2492,1,63
224,2-1-2012,254,149,4517,1,67
225,18-1-2011,117,143,4864,1,13
226,18-1-2010,160,272,3394,4,2
227,17-1-2016,300,195,1541,3,18
228,16-1-2020,111,413,2831,4,5
229,31-1-2018,399,213,2909,1,13
230,27-1-2014,376,266,2404,1,5
231,20-1-2022,489,294,4570,3,54
232,2-1-2016,287,348,1410,4,96
233,10-1-2021,186,195,3976,4,98
234,17-1-2016,197,381,3066,3,68
235,27-1-2018,383,262,3600,1,40
236,3-1-2015,339,283,4504,2,15
237,8-1-2015,468,110,1897,1,36
238,20-1-2011,108,241,1840,3,65
239,25-1-2015,213,341,2068,2,91
240,27-1-2022,279,439,2571,1,4
241,28-1-2021,371,367,2815,2,68
242,3-1-2020,162,431,1721,4,1
243,20-1-2016,451,320,3740,4,52
244,2-1-2013,240,257,4764,4,14
245,3-1-2022,451,18,1296,1,42
246,17-1-2019,438,495,1703,4,96
247,1-1-2014,157,431,3900,2,39
248,23-1-2020,424,35,2850,4,93
249,11-1-2012,10,211,2155,1,44
250,15-1-2013,163,39,2097,3,73
251,16-1-2011,428,31,3189,2,66
252,22-1-2011,77,390,1563,2,70
253,29-1-2019,7,119,3924,2,40
254,5-1-2010,408,232,1996,2,4
255,21-1-2020,229,289,1319,4,13
256,22-1-2016,322,105,1784,1,95
257,27-1-2016,30,25,3863,4,58
258,31-1-2020,393,83,4458,1,30
259,11-1-2022,497,451,3562,1,54
260,27-1-2017,208,207,4504,2,52
261,8-1-2021,107,187,2780,1,92
262,8-1-2015,292,382,3755,3,80
263,30-1-2022,49,463,4098,3,77
264,17-1-2021,480,463,4961,3,78
265,24-1-2012,189,484,3236,2,58
266,28-1-2012,468,456,4044,2,83
267,7-1-2018,255,374,4890,1,22
268,17-1-2022,297,284,4761,1,41
269,9-1-2018,352,75,1523,4,41
270,16-1-2017,445,330,4718,2,39
271,8-1-2020,308,46,2870,2,17
272,6-1-2014,456,311,2246,1,41
273,16-1-2021,10,1,4106,3,44
274,21-1-2017,15,8,1570,2,57
275,8-1-2020,327,272,3366,3,77
276,22-1-2022,498,22,4673,1,94
277,11-1-2018,358,62,3045,2,46
278,13-1-2019,358,391,4640,1,43
279,18-1-2020,313,256,2652,3,9
280,5-1-2014,58,186,1547,3,64
281,25-1-2010,374,337,4880,4,54
282,6-1-2013,10,332,4464,1,75
283,23-1-2015,58,62,4605,2,28
284,21-1-2022,55,456,2693,2,39
285,20-1-2021,458,102,3859,2,60
286,8-1-2012,172,316,2867,2,17
287,11-1-2019,308,77,3668,4,44
288,12-1-2014,212,151,1506,3,35
289,28-1-2016,77,232,1075,2,23
290,5-1-2021,485,397,4221,1,97
291,3-1-2017,247,313,3102,2,34
292,15-1-2022,141,421,3569,3,74
293,4-1-2015,315,252,3425,3,35
294,17-1-2015,259,465,3078,4,76
295,29-1-2010,476,498,2853,1,51
296,15-1-2010,281,443,4690,3,32
297,31-1-2010,219,307,3557,1,100
298,12-1-2019,325,189,1092,1,38
299,16-1-2014,294,398,3876,3,37
300,17-1-2011,66,118,1765,4,15
301,12-1-2011,87,154,2168,3,55
302,31-1-2010,121,180,2095,4,29
303,21-1-2013,149,115,2509,3,19
304,1-1-2021,127,391,1718,4,95
305,21-1-2016,226,279,1256,3,65
306,25-1-2017,431,105,4663,2,56
307,28-1-2011,432,394,4403,1,74
308,1-1-2015,121,138,3073,4,89
309,24-1-2013,229,190,2233,2,30
310,11-1-2014,100,206,2051,3,90
311,21-1-2018,270,27,3602,2,10
312,4-1-2015,123,446,1403,3,9
313,18-1-2015,13,27,2080,4,3
314,24-1-2013,450,54,1959,4,24
315,30-1-2014,232,425,2165,4,92
316,31-1-2011,288,23,1739,2,69
317,17-1-2018,476,118,3771,2,18
318,17-1-2013,71,289,2070,1,49
319,2-1-2016,293,232,2801,4,69
320,1-1-2015,206,297,4788,1,35
321,8-1-2019,345,260,2858,1,45
322,9-1-2013,124,242,2432,4,61
323,12-1-2013,54,25,4582,3,86
324,31-1-2019,275,481,1511,2,32
325,6-1-2010,476,117,2285,2,85
326,19-1-2016,271,165,4708,2,76
327,5-1-2010,344,310,4454,3,1
328,22-1-2015,48,129,3269,4,11
329,27-1-2021,121,152,1883,4,1
330,25-1-2017,138,390,2804,1,44
331,31-1-2012,247,367,2661,3,43
332,8-1-2015,416,28,1712,3,16
333,29-1-2020,205,218,3389,1,19
334,15-1-2021,453,406,1537,2,42
335,24-1-2021,304,347,4091,1,71
336,21-1-2013,500,390,1033,2,8
337,11-1-2018,392,27,4853,1,94
338,15-1-2014,43,356,1968,1,72
339,11-1-2022,262,46,4923,3,72
340,22-1-2018,168,276,1158,1,99
341,8-1-2011,146,210,3381,2,73
342,27-1-2012,412,434,3026,3,50
343,28-1-2011,130,42,4588,3,6
344,7-1-2013,483,476,2130,3,69
345,16-1-2022,12,443,2551,4,14
346,5-1-2020,451,241,3745,3,6
347,7-1-2013,304,153,4003,4,34
348,16-1-2016,394,267,4986,2,25
349,20-1-2014,336,257,4394,4,6
350,10-1-2019,290,370,4308,4,56
351,31-1-2014,133,327,3866,1,82
352,7-1-2010,134,227,1095,2,72
353,8-1-2018,294,493,3265,3,83
354,4-1-2017,118,94,1283,1,47
355,5-1-2015,441,64,2203,4,6
356,5-1-2014,329,35,3791,3,29
357,12-1-2010,65,493,3156,2,59
358,15-1-2011,61,128,3245,1,17
359,3-1-2015,288,123,1923,3,93
360,15-1-2018,383,1,2968,3,5
361,1-1-2013,343,361,3618,3,65
362,9-1-2014,436,89,1181,1,19
363,15-1-2018,312,471,3608,1,95
364,5-1-2012,281,283,2011,2,61
365,15-1-2017,422,377,3853,2,81
366,8-1-2019,297,260,1639,4,41
367,6-1-2014,406,158,4323,4,56
368,1-1-2021,289,161,4597,3,58
369,9-1-2015,359,383,1934,1,84
370,1-1-2022,333,115,4626,2,18
371,30-1-2011,298,17,3260,1,61
372,20-1-2018,323,133,3140,3,37
373,24-1-2021,14,469,1559,4,63
374,12-1-2017,46,441,2721,4,18
375,24-1-2020,331,451,3334,4,73
376,19-1-2020,279,75,1317,1,74
377,3-1-2013,254,406,1059,1,100
378,22-1-2021,296,377,2943,2,67
379,3-1-2016,347,365,2713,1,26
380,9-1-2013,423,315,3252,2,82
381,5-1-2013,302,109,4052,2,27
382,29-1-2019,53,75,4347,2,42
383,13-1-2022,410,317,4652,3,64
384,7-1-2016,368,461,1012,2,82
385,2-1-2012,97,130,3081,4,51
386,23-1-2014,162,449,3140,4,23
387,3-1-2015,346,261,4714,4,54
388,28-1-2017,488,328,3088,2,17
389,27-1-2010,83,62,1906,3,12
390,1-1-2013,132,168,4881,2,92
391,12-1-2016,311,206,3967,2,48
392,30-1-2016,234,446,3178,2,29
393,29-1-2019,312,160,3374,3,15
394,14-1-2019,63,260,3433,2,13
395,9-1-2020,168,369,3624,4,17
396,26-1-2018,324,246,3853,1,84
397,28-1-2015,317,205,4782,3,28
398,16-1-2013,209,326,2303,1,43
399,23-1-2015,185,473,1318,3,46
400,22-1-2018,60,231,3651,4,9
401,30-1-2022,48,179,3032,3,46
402,11-1-2015,441,448,2981,2,78
403,16-1-2011,466,22,4295,2,38
404,24-1-2010,270,160,2727,4,89
405,22-1-2017,196,481,4675,3,61
406,6-1-2019,222,190,4841,3,16
407,31-1-2015,176,409,3730,4,7
408,5-1-2018,462,452,4914,4,91
409,21-1-2021,104,320,4067,1,100
410,6-1-2011,426,430,2571,3,64
411,19-1-2018,346,181,1236,4,40
412,12-1-2017,351,160,1818,2,97
413,20-1-2013,163,39,1144,3,22
414,15-1-2016,320,20,1505,4,35
415,18-1-2012,6,398,1113,2,40
416,29-1-2015,126,498,4242,1,63
417,16-1-2012,262,261,3545,2,22
418,19-1-2011,305,447,3293,2,53
419,5-1-2014,420,180,3605,1,55
420,9-1-2010,398,92,3104,3,25
421,5-1-2010,322,470,4759,2,77
422,30-1-2020,458,363,4355,1,43
423,22-1-2019,483,406,4136,4,3
424,24-1-2020,92,456,1164,2,59
425,25-1-2014,293,167,4220,3,35
426,5-1-2013,250,365,3420,4,83
427,8-1-2019,443,106,1602,1,97
428,1-1-2020,334,198,2886,4,28
429,14-1-2021,422,51,3273,3,56
430,14-1-2011,285,20,2260,2,52
431,4-1-2022,207,63,4874,4,25
432,27-1-2015,153,232,2359,3,92
433,21-1-2021,322,29,4094,4,49
434,17-1-2022,325,141,2794,4,4
435,11-1-2022,412,169,4409,3,59
436,9-1-2011,318,138,4849,3,58
437,19-1-2020,342,332,4506,4,35
438,15-1-2011,163,440,3158,3,42
439,4-1-2017,265,421,4788,2,84
440,11-1-2017,333,454,4746,4,41
441,13-1-2022,66,440,3249,2,75
442,25-1-2016,133,84,4852,3,53
443,13-1-2019,303,382,2976,1,80
444,5-1-2018,313,245,3463,3,33
445,27-1-2011,267,111,3664,4,6
446,1-1-2015,19,189,2889,2,46
447,22-1-2022,399,115,1088,2,53
448,27-1-2010,370,406,2847,3,9
449,10-1-2017,204,128,3112,3,94
450,19-1-2015,215,480,2724,3,77
451,2-1-2010,67,313,4912,1,67
452,17-1-2017,65,314,1035,2,23
453,30-1-2017,293,442,1249,2,94
454,31-1-2011,245,424,3434,1,66
455,22-1-2010,471,79,4424,1,73
456,8-1-2015,225,469,3315,4,32
457,20-1-2012,226,312,3196,3,66
458,27-1-2021,119,275,1449,2,21
459,24-1-2014,445,428,1258,4,56
460,19-1-2012,330,15,4258,4,49
461,14-1-2018,98,231,2216,2,34
462,30-1-2017,320,90,4032,2,56
463,5-1-2016,366,476,2387,1,25
464,14-1-2020,450,474,2963,2,31
465,16-1-2014,187,468,4560,3,85
466,8-1-2017,363,156,2747,1,15
467,13-1-2015,262,67,2529,1,49
468,15-1-2021,471,298,3931,4,89
469,11-1-2011,396,311,1867,1,92
470,14-1-2016,330,321,1717,1,57
471,29-1-2012,297,498,4442,3,28
472,13-1-2013,430,302,1759,1,78
473,4-1-2011,479,180,4253,4,76
474,3-1-2011,97,471,4177,1,62
475,22-1-2019,172,175,2640,4,50
476,3-1-2010,177,307,3703,3,70
477,29-1-2014,449,161,1958,4,4
478,19-1-2016,313,362,1672,3,8
479,6-1-2013,439,287,2579,3,26
480,8-1-2017,444,466,2768,4,43
481,29-1-2021,16,292,4689,2,55
482,2-1-2010,412,156,3341,2,98
483,30-1-2012,103,313,2931,1,48
484,3-1-2010,493,43,1298,3,98
485,10-1-2012,337,98,3269,4,38
486,22-1-2015,206,395,4238,3,47
487,2-1-2021,239,197,1187,4,57
488,13-1-2022,249,326,3615,2,15
489,7-1-2015,190,183,1040,4,40
490,10-1-2020,140,381,2759,4,54
491,25-1-2019,234,6,4291,1,44
492,19-1-2018,224,328,2616,3,12
493,21-1-2011,425,64,1134,4,6
494,3-1-2012,116,116,2685,2,30
495,21-1-2016,160,305,4183,3,98
496,30-1-2010,185,171,1582,3,10
497,10-1-2010,52,151,3565,4,37
498,16-1-2021,253,479,3976,1,72
499,4-1-2020,58,411,4327,2,98
500,25-1-2014,427,201,3901,3,4
501,6-1-2015,327,442,1444,1,85
502,2-1-2019,455,24,4909,1,1
503,3-1-2020,74,500,4513,3,79
504,5-1-2015,411,428,3739,3,13
505,15-1-2018,396,302,4422,1,48
506,3-1-2018,46,172,3869,3,18
507,4-1-2018,315,428,3199,1,51
508,25-1-2015,435,141,1072,3,60
509,5-1-2015,70,224,1687,3,43
510,1-1-2020,175,151,4339,3,41
511,9-1-2018,1,314,4230,4,69
512,1-1-2011,430,62,3063,4,78
513,20-1-2021,162,468,4396,4,80
514,23-1-2016,304,264,3984,4,29
515,17-1-2018,96,259,1746,1,20
516,14-1-2019,308,314,2569,2,11
517,16-1-2022,49,366,2021,3,97
518,16-1-2015,325,383,3149,2,20
519,16-1-2011,423,473,3228,2,73
520,29-1-2020,57,210,2688,2,36
521,4-1-2013,405,490,1221,4,76
522,23-1-2012,138,257,1513,3,16
523,23-1-2010,318,208,2942,4,14
524,9-1-2022,124,294,2104,2,96
525,6-1-2018,42,108,4586,2,55
526,19-1-2022,475,278,3360,2,3
527,17-1-2022,148,489,1988,2,41
528,19-1-2010,329,179,2696,4,78
529,22-1-2017,435,51,2975,4,77
530,20-1-2011,345,237,3023,3,4
531,13-1-2022,90,433,3534,2,96
532,28-1-2010,48,163,1423,1,6
533,16-1-2012,90,253,4759,1,1
534,9-1-2012,470,73,3392,2,6
535,11-1-2012,227,296,3463,2,30
536,3-1-2013,404,367,2628,2,23
537,1-1-2019,8,155,2313,4,59
538,4-1-2019,435,17,4937,1,91
539,28-1-2010,386,242,2168,4,17
540,4-1-2020,276,264,4568,4,40
541,8-1-2014,282,378,4586,1,32
542,5-1-2022,473,36,1161,4,17
543,13-1-2019,329,372,4571,2,37
544,18-1-2019,494,253,3151,3,28
545,13-1-2015,12,422,3568,4,42
546,21-1-2013,418,306,4420,1,82
547,30-1-2017,27,428,4943,1,37
548,8-1-2011,104,224,3502,3,36
549,7-1-2011,50,141,4585,3,100
550,27-1-2018,18,98,2624,3,42
551,24-1-2020,383,466,4192,3,16
552,3-1-2016,119,278,4757,3,16
553,20-1-2015,268,24,2142,2,55
554,22-1-2020,325,422,3287,3,73
555,18-1-2022,422,27,4962,4,83
556,31-1-2012,67,324,2087,2,89
557,6-1-2012,113,421,1760,3,74
558,8-1-2014,438,320,2983,1,60
559,20-1-2020,258,476,1895,1,100
560,7-1-2018,471,227,1421,3,41
561,5-1-2015,64,296,3594,2,38
562,19-1-2013,75,310,2118,4,73
563,25-1-2020,100,222,3109,3,30
564,16-1-2020,389,23,3422,4,7
565,2-1-2012,471,7,4645,3,5
566,29-1-2018,311,128,2656,1,88
567,13-1-2019,452,368,3440,3,51
568,8-1-2018,187,295,4450,2,42
569,29-1-2019,112,11,3215,2,96
570,2-1-2017,234,483,3040,4,15
571,24-1-2017,180,72,3807,4,49
572,29-1-2017,83,484,1441,4,53
573,4-1-2017,260,165,1021,3,79
574,18-1-2018,151,329,1240,4,27
575,1-1-2018,498,218,4295,1,2
576,7-1-2012,111,240,2809,1,64
577,4-1-2022,117,144,3994,2,65
578,14-1-2020,403,39,4583,3,41
579,3-1-2012,394,254,1890,4,21
580,15-1-2010,401,356,1008,2,92
581,7-1-2015,483,57,3829,4,79
582,2-1-2020,240,79,2425,2,22
583,23-1-2019,419,281,1407,3,34
584,26-1-2010,186,29,3924,4,74
585,30-1-2012,47,464,4940,3,12
586,6-1-2019,265,380,1623,4,30
587,27-1-2012,216,222,1397,2,33
588,7-1-2017,248,123,4948,1,60
589,9-1-2018,328,68,4404,4,94
590,23-1-2022,280,122,3789,3,99
591,27-1-2017,214,295,2437,2,72
592,12-1-2021,474,219,1233,2,6
593,25-1-2013,270,402,4955,2,40
594,15-1-2016,269,294,4424,3,15
595,9-1-2022,275,293,2835,3,51
596,19-1-2013,166,378,3278,1,32
597,28-1-2015,471,473,4292,2,1
598,24-1-2018,185,109,3980,1,46
599,6-1-2022,46,211,3435,3,95
600,18-1-2016,282,334,2624,4,37
601,8-1-2014,216,226,3353,4,11
602,2-1-2010,101,335,2564,4,31
603,2-1-2021,245,374,2916,2,80
604,10-1-2012,168,168,2926,1,23
605,31-1-2019,168,134,1635,4,71
606,31-1-2020,353,406,1466,3,49
607,15-1-2021,186,384,4738,1,83
608,22-1-2013,34,362,4453,2,87
609,10-1-2010,359,139,2195,2,64
610,30-1-2011,223,132,2099,1,90
611,5-1-2013,110,371,4503,4,58
612,2-1-2010,109,87,3983,4,43
613,23-1-2020,249,16,3741,3,77
614,8-1-2014,417,198,1345,2,89
615,3-1-2022,359,333,4087,2,87
616,26-1-2020,315,133,3408,3,18
617,31-1-2020,417,111,2444,1,8
618,21-1-2022,141,83,3953,4,63
619,20-1-2013,89,410,2044,2,81
620,21-1-2020,328,418,1046,1,20
621,10-1-2013,361,45,2615,4,88
622,16-1-2013,283,324,2081,1,76
623,7-1-2012,107,16,1273,3,70
624,5-1-2011,14,198,1208,4,34
625,21-1-2011,62,432,1528,1,62
626,1-1-2011,102,197,2027,1,100
627,14-1-2015,55,394,1234,4,13
628,9-1-2017,24,383,4635,1,84
629,8-1-2022,157,423,3720,2,36
630,15-1-2011,2,340,2708,3,42
631,16-1-2011,403,126,2881,3,67
632,13-1-2016,288,437,2170,2,65
633,22-1-2015,163,275,4164,3,41
634,24-1-2019,245,15,1787,4,46
635,16-1-2012,309,497,1803,2,4
636,17-1-2016,3,136,3272,1,19
637,11-1-2022,231,301,2463,1,69
638,27-1-2015,458,476,3276,2,49
639,8-1-2011,132,248,4640,2,86
640,17-1-2020,93,368,2855,2,59
641,10-1-2021,67,335,4869,1,15
642,18-1-2015,266,235,4283,1,20
643,31-1-2015,72,339,3436,3,67
644,6-1-2018,142,317,2813,3,98
645,5-1-2012,40,355,4378,3,75
646,20-1-2018,475,160,2524,3,94
647,25-1-2013,363,314,3607,4,55
648,12-1-2015,380,402,2789,3,92
649,13-1-2010,195,385,1461,3,27
650,28-1-2021,26,467,1678,2,80
651,13-1-2016,146,401,4001,4,40
652,4-1-2022,126,462,2243,1,93
653,14-1-2018,448,388,2565,3,36
654,4-1-2012,461,203,2713,3,1
655,21-1-2015,363,294,4707,1,88
656,12-1-2017,311,116,2300,1,87
657,15-1-2017,52,144,2517,2,41
658,7-1-2020,405,315,4708,1,70
659,10-1-2020,24,165,1859,4,35
660,24-1-2017,338,183,1389,2,12
661,22-1-2022,346,329,3027,4,26
662,17-1-2014,208,173,2737,2,78
663,5-1-2014,484,231,1096,1,85
664,29-1-2018,350,275,1988,1,16
665,30-1-2016,9,255,1817,3,82
666,5-1-2015,65,381,2194,1,42
667,15-1-2016,351,483,1317,4,23
668,4-1-2010,489,306,3948,2,52
669,29-1-2019,197,453,1334,1,36
670,20-1-2017,119,113,2178,4,44
671,28-1-2015,176,200,3387,3,26
672,28-1-2012,435,146,1150,2,71
673,12-1-2013,208,12,2204,2,83
674,2-1-2019,272,450,2613,4,89
675,28-1-2018,390,412,3132,2,96
676,6-1-2018,35,469,4630,4,8
677,7-1-2022,71,486,3394,4,65
678,4-1-2010,79,303,3371,2,35
679,23-1-2020,460,264,3227,4,30
680,12-1-2012,332,289,2765,4,29
681,21-1-2015,372,58,2007,1,44
682,4-1-2013,345,416,4087,4,96
683,11-1-2010,437,205,2348,4,57
684,21-1-2018,390,262,3619,4,48
685,2-1-2020,82,404,4021,1,57
686,28-1-2017,68,365,2327,4,32
687,7-1-2018,201,286,4442,4,68
688,20-1-2021,398,67,4101,1,52
689,25-1-2014,295,376,2337,1,69
690,16-1-2018,327,320,2409,4,34
691,17-1-2011,54,175,2040,4,1
692,14-1-2020,109,213,2662,1,70
693,7-1-2022,385,167,1420,3,1
694,15-1-2020,183,364,3749,3,86
695,3-1-2017,349,221,4525,1,51
696,27-1-2022,155,118,3814,2,37
697,11-1-2022,147,150,3421,2,22
698,21-1-2021,47,75,3917,2,65
699,26-1-2013,266,271,3333,3,64
700,14-1-2011,489,311,3163,3,14
